10/1/2021;11:24:00;2;intentando hacer nido
11/1/2021;9:15:00;2;ya habia salido del refugo y estaba cavando
11/1/2021;14:22:00;1;activa caminando
11/1/2021;15:15:00;0;Bajo mata cebo
11/1/2021;15:40:00;0;igual lugar Bajo mata cebo
11/1/2021;16:30:00;2;excavando muy cerca del refugio
11/1/2021;20:09:00;0;igual lugar Bajo mata cebo
11/1/2021;20:20:00;0;igual lugar Bajo mata cebo
12/1/2021;7:42:00;0;tomando sol activa a 3 m del refugio
12/1/2021;11:50:00;2;cavando video
12/1/2021;13:32:00;0;bajo piquillin cerca del nido que acababa de hacer
12/1/2021;19:32:00;0;mismo refugio de la noche anterior 
13/1/2021;7:43:00;0;inactiva media sombra
13/1/2021;11:20:00;0;bajo matacebo y coirones a la sombra
13/1/2021;11:20:00;0;mismo refugio de la noche anterior
14/1/2021;7:32:00;0;en refugio de alpataco en frente de una charca porque llovio a la noche distinto de la tarde anterior
14/1/2021;19:28:00;0;en el mismo refugio de la maniana
15/1/2021;7:38:00;0;mismo refugio dela noche anterior 
15/1/2021;10:33:00;0;inactiva refugiada bajo coiron al lado del camino
15/1/2021;21:04:00;0;inactiva refugio de tierra bajo jarillas y otros
